Aug 15 - Aug 21,5:40,1:35,5:20,8:20,9:40,
Aug 22 - Aug 28,5:45,1:35,5:15,8:10,9:30,
Aug 29 - Sep 04,5:55,1:35,5:10,8:05,9:20,
Sep 05 - Sep 11,6:00,1:30,5:05,7:50,9:05,
Sep 12 - Sep 18,6:05,1:30,5:00,7:40,8:55,
Sep 19 - Sep 25,6:15,1:25,4:50,7:30,8:45,
Sep 26 - Oct 02,6:20,1:25,4:45,7:20,8:30,
Oct 03 - Oct 09,6:25,1:20,4:35,7:10,8:20,
Oct 10 - Oct 16,6:30,1:20,4:30,7:00,8:10,
Oct 17 - Oct 23,6:40,1:20,4:20,6:50,8:00,
Oct 24 - Oct 30,6:45,1:20,4:15,6:40,7:55,
Oct 31 - Nov 06,6:50,1:20,4:10,6:35,7:45,
Nov 07 - Nov 13,5:55,12:20,3:05,5:25,7:30,
Nov 14 - Nov 20,6:05,12:20,3:00,5:20,7:30,
Nov 21 - Nov 27,6:10,12:20,3:00,5:15,7:30,
Nov 28 - Dec 04,6:15,12:20,3:00,5:15,7:30,
Dec 05 - Dec 11,6:20,12:25,3:00,5:10,7:30,
Dec 12 - Dec 18,6:25,12:30,3:00,5:15,7:30,
Dec 19 - Dec 25,6:30,12:30,3:00,5:15,7:30,
Dec 26 - Jan 01,6:35,12:35,3:05,5:20,7:30,
Jan 02 - Jan 08,6:35,12:40,3:10,5:30,7:30,2022 start
Jan 09 - Jan 15,6:35,12:40,3:15,5:35,7:30,
Jan 16 - Jan 22,6:35,12:45,3:25,5:45,7:30,
Jan 23 - Jan 29,6:30,12:45,3:30,5:50,7:30,
Jan 30 - Feb 05,6:25,12:50,3:35,6:00,7:30,
Feb 06 - Feb 12,6:20,12:50,3:40,6:05,7:30,
Feb 13 - Feb 19,6:10,12:50,3:50,6:15,7:30,
Feb 20 - Feb 26,6:00,12:45,3:55,6:20,7:30,
Feb 27 - Mar 05,5:55,12:45,4:00,6:25,7:40,
Mar 06 - Mar 12,5:45,12:45,4:00,6:35,7:45,
Mar 13 - Mar 19,6:30,1:40,5:05,7:40,8:50,
Mar 20 - Mar 26,6:20,1:40,5:10,7:45,9:00,
Mar 27 - Apr 02,6:10,1:40,5:10,7:50,9:05,
Apr 03 - Apr 09,6:00,1:35,5:15,8:00,9:15,
Apr 10 - Apr 16,5:45,1:35,5:15,8:05,9:20,
Apr 17 - Apr 23,5:35,1:35,5:15,8:10,9:30,
Apr 24 - Apr 30,5:25,1:30,5:15,8:20,9:35,
May 01 - May 07,5:15,1:30,5:20,8:25,9:45,
May 08 - May 14,5:10,1:30,5:20,8:30,9:55,
May 15 - May 21,5:00,1:30,5:20,8:35,10:00,
May 22 - May 28,5:00,1:30,5:20,8:40,10:10,
May 29 - Jun 04,5:00,1:30,5:25,8:45,10:15,
Jun 05 - Jun 11,5:00,1:35,5:25,8:50,10:20,
Jun 12 - Jun 18,5:00,1:35,5:25,8:50,10:25,
Jun 19 - Jun 25,5:00,1:35,5:30,8:55,10:25,
Jun 26 - Jul 02,5:00,1:35,5:30,8:55,10:25,
Jul 03 - Jul 09,5:00,1:40,5:30,8:55,10:25,
Jul 10 - Jul 16,5:00,1:40,5:30,8:50,10:20,
Jul 17 - Jul 23,5:05,1:40,5:30,8:50,10:15,
Jul 24 - Jul 30,5:15,1:40,5:30,8:45,10:10,
Jul 31 - Aug 06,5:20,1:40,5:30,8:40,10:00,
Aug 07 - Aug 13,5:30,1:40,5:25,8:30,9:50,
Aug 14 - Aug 20,5:35,1:40,5:20,8:25,9:40,
Aug 21 - Aug 27,5:45,1:35,5:15,8:15,9:30,
Aug 28 - Sep 03,5:50,1:35,5:10,8:05,9:20,
Sep 04 - Sep 10,6:00,1:30,5:05,7:55,9:10,
Sep 11 - Sep 17,6:05,1:30,5:00,7:45,8:55,
Sep 18 - Sep 24,6:10,1:25,4:55,7:35,8:45,
Sep 25 - Oct 01,6:20,1:25,4:45,7:20,8:35,
Oct 02 - Oct 08,6:25,1:20,4:40,7:10,8:25,
Oct 09 - Oct 15,6:30,1:20,4:30,7:00,8:10,
Oct 16 - Oct 22,6:35,1:20,4:25,6:50,8:05,
Oct 23 - Oct 29,6:45,1:20,4:15,6:40,7:55,
Oct 30 - Nov 05,6:50,1:20,4:10,6:35,7:45,
Nov 06 - Nov 12,5:55,12:20,3:05,5:25,7:30,
Nov 13 - Nov 19,6:00,12:20,3:00,5:20,7:30,
Nov 20 - Nov 26,6:10,12:20,3:00,5:15,7:30,
Nov 27 - Dec 03,6:15,12:20,3:00,5:15,7:30,
Dec 04 - Dec 10,6:20,12:25,3:00,5:10,7:30,
Dec 11 - Dec 17,6:25,12:25,3:00,5:15,7:30,
Dec 18 - Dec 24,6:30,12:30,3:00,5:15,7:30,
Dec 25 - Dec 31,6:35,12:35,3:05,5:20,7:30,
Jan 01 - Jan 07,6:35,12:40,3:10,5:30,7:30,2023 start
Jan 08 - Jan 14,6:35,12:40,3:15,5:35,7:30,
Jan 15 - Jan 21,6:35,12:45,3:20,5:40,7:30,
Jan 22 - Jan 28,6:30,12:45,3:30,5:50,7:30,
Jan 29 - Feb 04,6:25,12:45,3:35,5:55,7:30,
Feb 05 - Feb 11,6:20,12:50,3:40,6:05,7:30,
Feb 12 - Feb 18,6:15,12:50,3:45,6:10,7:30,
Feb 19 - Feb 25,6:05,12:45,3:50,6:20,7:30,
Feb 26 - Mar 04,5:55,12:45,3:55,6:25,7:35,
Mar 05 - Mar 11,5:45,12:45,4:00,6:35,7:45,
Mar 12 - Mar 18,6:35,1:40,5:05,7:40,8:50,
Mar 19 - Mar 25,6:25,1:40,5:10,7:45,9:00,
Mar 26 - Apr 01,6:10,1:40,5:10,7:50,9:05,
Apr 02 - Apr 08,6:00,1:35,5:15,8:00,9:10,
Apr 09 - Apr 15,5:50,1:35,5:15,8:05,9:20,
Apr 16 - Apr 22,5:40,1:35,5:15,8:10,9:30,
Apr 23 - Apr 29,5:25,1:30,5:15,8:15,9:35,
Apr 30 - May 06,5:20,1:30,5:20,8:25,9:45,
May 07 - May 13,5:10,1:30,5:20,8:30,9:50,
May 14 - May 20,5:00,1:30,5:20,8:35,10:00,
May 21 - May 27,5:00,1:30,5:20,8:40,10:10,
May 28 - Jun 03,5:00,1:30,5:25,8:45,10:15,
Jun 04 - Jun 10,5:00,1:35,5:25,8:50,10:20,
Jun 11 - Jun 17,5:00,1:35,5:25,8:50,10:25,
Jun 18 - Jun 24,5:00,1:35,5:30,8:55,10:25,
Jun 25 - Jul 01,5:00,1:35,5:30,8:55,10:25,
Jul 02 - Jul 08,5:00,1:40,5:30,8:55,10:25,
Jul 09 - Jul 15,5:00,1:40,5:30,8:50,10:20,
Jul 16 - Jul 22,5:05,1:40,5:30,8:50,10:15,
Jul 23 - Jul 29,5:10,1:40,5:30,8:45,10:10,
Jul 30 - Aug 05,5:20,1:40,5:30,8:40,10:00,
Aug 06 - Aug 12,5:25,1:40,5:25,8:30,9:55,
Aug 13 - Aug 19,5:35,1:40,5:20,8:25,9:45,
Aug 20 - Aug 26,5:45,1:35,5:20,8:15,9:30,
Aug 27 - Sep 02,5:50,1:35,5:10,8:05,9:20,
Sep 03 - Sep 09,6:00,1:30,5:05,7:55,9:10,
Sep 10 - Sep 16,6:05,1:30,5:00,7:45,9:00,
Sep 17 - Sep 23,6:10,1:25,4:55,7:35,8:45,
Sep 24 - Sep 30,6:20,1:25,4:45,7:25,8:35,
Oct 01 - Oct 07,6:25,1:20,4:40,7:15,8:25,
Oct 08 - Oct 14,6:30,1:20,4:30,7:05,8:15,
Oct 15 - Oct 21,6:35,1:20,4:25,6:55,8:05,
Oct 22 - Oct 28,6:40,1:20,4:15,6:45,7:55,
Oct 29 - Nov 04,6:50,1:20,4:10,6:35,7:45,
Nov 05 - Nov 11,5:55,12:20,3:05,5:30,7:30,
Nov 12 - Nov 18,6:00,12:20,3:00,5:20,7:30,
Nov 19 - Nov 25,6:10,12:20,3:00,5:15,7:30,
Nov 26 - Dec 02,6:15,12:20,3:00,5:15,7:30,
Dec 03 - Dec 09,6:20,12:25,3:00,5:10,7:30,
Dec 10 - Dec 16,6:25,12:25,3:00,5:15,7:30,
Dec 17 - Dec 23,6:30,12:30,3:00,5:15,7:30,
Dec 24 - Dec 30,6:35,12:35,3:05,5:20,7:30,
Dec 31 - Jan 06,6:35,12:35,3:10,5:25,7:30,
Jan 07 - Jan 13,6:35,12:40,3:15,5:35,7:30,2024 start
Jan 14 - Jan 20,6:35,12:45,3:20,5:40,7:30,
Jan 21 - Jan 27,6:30,12:45,3:25,5:45,7:30,
Jan 28 - Feb 03,6:25,12:45,3:35,5:55,7:30,
Feb 04 - Feb 10,6:20,12:50,3:40,6:00,7:30,
Feb 11 - Feb 17,6:15,12:50,3:45,6:10,7:30,
Feb 18 - Feb 24,6:05,12:45,3:50,6:20,7:30,
Feb 25 - Mar 02,5:55,12:45,3:55,6:25,7:35,
Mar 03 - Mar 09,5:45,12:45,4:00,6:30,7:40,
Mar 10 - Mar 16,6:35,1:45,5:05,7:35,8:50,
Mar 17 - Mar 23,6:25,1:40,5:05,7:45,8:55,
Mar 24 - Mar 30,6:15,1:40,5:10,7:50,9:05,
Mar 31 - Apr 06,6:05,1:35,5:10,7:55,9:10,
Apr 07 - Apr 13,5:50,1:35,5:15,8:00,9:20,
Apr 14 - Apr 20,5:40,1:35,5:15,8:10,9:25,
Apr 21 - Apr 27,5:30,1:30,5:15,8:15,9:35,
Apr 28 - May 04,5:20,1:30,5:20,8:20,9:40,
May 05 - May 11,5:10,1:30,5:20,8:25,9:50,
May 12 - May 18,5:05,1:30,5:20,8:35,10:00,
May 19 - May 25,5:00,1:30,5:20,8:40,10:05,
May 26 - Jun 01,5:00,1:30,5:25,8:45,10:10,
Jun 02 - Jun 08,5:00,1:30,5:25,8:50,10:20,
Jun 09 - Jun 15,5:00,1:35,5:25,8:50,10:25,
Jun 16 - Jun 22,5:00,1:35,5:30,8:55,10:25,
Jun 23 - Jun 29,5:00,1:35,5:30,8:55,10:25,
Jun 30 - Jul 06,5:00,1:40,5:30,8:55,10:25,
Jul 07 - Jul 13,5:00,1:40,5:30,8:55,10:25,
Jul 14 - Jul 20,5:05,1:40,5:30,8:50,10:20,
Jul 21 - Jul 27,5:10,1:40,5:30,8:45,10:10,
Jul 28 - Aug 03,5:15,1:40,5:30,8:40,10:05,
Aug 04 - Aug 10,5:25,1:40,5:25,8:35,9:55,
Aug 11 - Aug 17,5:35,1:40,5:25,8:25,9:45,
Aug 18 - Aug 24,5:40,1:35,5:20,8:20,9:35,
Aug 25 - Aug 31,5:50,1:35,5:15,8:10,9:25,
Sep 01 - Sep 07,5:55,1:30,5:10,8:00,9:15,
Sep 08 - Sep 14,6:05,1:30,5:00,7:50,9:00,
Sep 15 - Sep 21,6:10,1:25,4:55,7:35,8:50,
Sep 22 - Sep 28,6:15,1:25,4:50,7:25,8:40,
Sep 29 - Oct 05,6:20,1:25,4:40,7:15,8:25,
Oct 06 - Oct 12,6:30,1:20,4:35,7:05,8:15,
Oct 13 - Oct 19,6:35,1:20,4:25,6:55,8:05,
Oct 20 - Oct 26,6:40,1:20,4:20,6:45,8:00,
Oct 27 - Nov 02,6:45,1:20,4:15,6:35,7:50,
Nov 03 - Nov 09,5:55,12:20,3:10,5:30,7:30,
Nov 10 - Nov 16,6:00,12:20,3:05,5:25,7:30,
Nov 17 - Nov 23,6:05,12:20,3:00,5:20,7:30,
Nov 24 - Nov 30,6:10,12:20,3:00,5:15,7:30,
Dec 01 - Dec 07,6:15,12:25,3:00,5:10,7:30,
Dec 08 - Dec 14,6:25,12:25,3:00,5:15,7:30,
Dec 15 - Dec 21,6:30,12:30,3:00,5:15,7:30,
Dec 22 - Dec 28,6:30,12:35,3:05,5:20,7:30,
Dec 29 - Jan 04,6:35,12:35,3:05,5:25,7:30,
Jan 05 - Jan 11,6:35,12:40,3:15,5:30,7:30,2025 start
Jan 12 - Jan 18,6:35,12:40,3:20,5:40,7:30,
Jan 19 - Jan 25,6:30,12:45,3:25,5:45,7:30,
Jan 26 - Feb 01,6:30,12:45,3:30,5:55,7:30,
Feb 02 - Feb 08,6:20,12:50,3:40,6:00,7:30,
Feb 09 - Feb 15,6:15,12:50,3:45,6:10,7:30,
Feb 16 - Feb 22,6:05,12:50,3:50,6:15,7:30,
Feb 23 - Mar 01,6:00,12:45,3:55,6:25,7:35,
Mar 02 - Mar 08,5:50,12:45,4:00,6:30,7:40,
Mar 09 - Mar 15,6:40,1:45,5:05,7:35,8:50,
Mar 16 - Mar 22,6:25,1:40,5:05,7:45,8:55,
Mar 23 - Mar 29,6:15,1:40,5:10,7:50,9:00,
Mar 30 - Apr 05,6:05,1:35,5:10,7:55,9:10,
Apr 06 - Apr 12,5:55,1:35,5:15,8:00,9:15,
Apr 13 - Apr 19,5:40,1:35,5:15,8:10,9:25,
Apr 20 - Apr 26,5:30,1:30,5:15,8:15,9:30,
Apr 27 - May 03,5:20,1:30,5:20,8:20,9:40,
May 04 - May 10,5:10,1:30,5:20,8:25,9:50,
May 11 - May 17,5:05,1:30,5:20,8:30,9:55,
May 18 - May 24,5:00,1:30,5:20,8:40,10:05,
May 25 - May 31,5:00,1:30,5:25,8:45,10:10,
Jun 01 - Jun 07,5:00,1:30,5:25,8:45,10:15,
Jun 08 - Jun 14,5:00,1:35,5:25,8:50,10:25,
Jun 15 - Jun 21,5:00,1:35,5:25,8:55,10:25,
Jun 22 - Jun 28,5:00,1:35,5:30,8:55,10:25,
Jun 29 - Jul 05,5:00,1:40,5:30,8:55,10:25,
Jul 06 - Jul 12,5:00,1:40,5:30,8:55,10:25,
Jul 13 - Jul 19,5:00,1:40,5:30,8:50,10:20,
Jul 20 - Jul 26,5:10,1:40,5:30,8:45,10:15,
Jul 27 - Aug 02,5:15,1:40,5:30,8:40,10:05,
Aug 03 - Aug 09,5:25,1:40,5:25,8:35,9:55,
Aug 10 - Aug 16,5:30,1:40,5:25,8:30,9:45,
Aug 17 - Aug 23,5:40,1:35,5:20,8:20,9:35,
Aug 24 - Aug 30,5:45,1:35,5:15,8:10,9:25,
Aug 31 - Sep 06,5:55,1:35,5:10,8:00,9:15,
Sep 07 - Sep 13,6:00,1:30,5:05,7:50,9:05,
Sep 14 - Sep 20,6:10,1:30,4:55,7:40,8:50,
Sep 21 - Sep 27,6:15,1:25,4:50,7:30,8:40,
Sep 28 - Oct 04,6:20,1:25,4:40,7:15,8:30,
Oct 05 - Oct 11,6:25,1:20,4:35,7:05,8:20,
Oct 12 - Oct 18,6:35,1:20,4:30,6:55,8:10,
Oct 19 - Oct 25,6:40,1:20,4:20,6:45,8:00,
Oct 26 - Nov 01,6:45,1:20,4:15,6:40,7:50,
Nov 02 - Nov 08,5:50,12:20,3:10,5:30,7:30,
Nov 09 - Nov 15,6:00,12:20,3:05,5:25,7:30,
Nov 16 - Nov 22,6:05,12:20,3:00,5:20,7:30,
Nov 23 - Nov 29,6:10,12:20,3:00,5:15,7:30,
Nov 30 - Dec 06,6:15,12:25,3:00,5:10,7:30,
Dec 07 - Dec 13,6:25,12:25,3:00,5:10,7:30,
Dec 14 - Dec 20,6:30,12:30,3:00,5:15,7:30,
Dec 21 - Dec 27,6:30,12:30,3:00,5:20,7:30,
Dec 28 - Jan 03,6:35,12:35,3:05,5:25,7:30,
Jan 04 - Jan 10,6:35,12:40,3:10,5:30,7:30,2026 start
Jan 11 - Jan 17,6:35,12:40,3:20,5:35,7:30,
Jan 18 - Jan 24,6:35,12:45,3:25,5:45,7:30,
Jan 25 - Jan 31,6:30,12:45,3:30,5:50,7:30,
Feb 01 - Feb 07,6:25,12:50,3:40,6:00,7:30,
Feb 08 - Feb 14,6:15,12:50,3:45,6:10,7:30,
Feb 15 - Feb 21,6:10,12:50,3:50,6:15,7:30,
Feb 22 - Feb 28,6:00,12:45,3:55,6:20,7:35,
Mar 01 - Mar 07,5:50,12:45,4:00,6:30,7:40,
Mar 08 - Mar 14,6:40,1:45,5:05,7:35,8:45,
Mar 15 - Mar 21,6:30,1:40,5:05,7:40,8:55,
Mar 22 - Mar 28,6:20,1:40,5:10,7:50,9:00,
Mar 29 - Apr 04,6:05,1:35,5:10,7:55,9:10,
Apr 05 - Apr 11,5:55,1:35,5:15,8:00,9:15,
Apr 12 - Apr 18,5:45,1:35,5:15,8:05,9:25,
Apr 19 - Apr 25,5:35,1:30,5:15,8:15,9:30,
Apr 26 - May 02,5:25,1:30,5:20,8:20,9:40,
May 03 - May 09,5:15,1:30,5:20,8:25,9:50,
May 10 - May 16,5:05,1:30,5:20,8:30,9:55,
May 17 - May 23,5:00,1:30,5:20,8:35,10:05,
May 24 - May 30,5:00,1:30,5:20,8:45,10:10,
May 31 - Jun 06,5:00,1:30,5:25,8:45,10:15,
Jun 07 - Jun 13,5:00,1:35,5:25,8:50,10:20,
Jun 14 - Jun 20,5:00,1:35,5:25,8:55,10:25,
Jun 21 - Jun 27,5:00,1:35,5:30,8:55,10:25,
Jun 28 - Jul 04,5:00,1:35,5:30,8:55,10:25,
Jul 05 - Jul 11,5:00,1:40,5:30,8:55,10:25,
Jul 12 - Jul 18,5:00,1:40,5:30,8:50,10:20,
Jul 19 - Jul 25,5:10,1:40,5:30,8:45,10:15,
Jul 26 - Aug 01,5:15,1:40,5:30,8:40,10:05,
Aug 02 - Aug 08,5:25,1:40,5:30,8:35,10:00,
Aug 09 - Aug 15,5:30,1:40,5:25,8:30,9:50,
Aug 16 - Aug 22,5:40,1:35,5:20,8:20,9:40,
Aug 23 - Aug 29,5:45,1:35,5:15,8:10,9:25,
Aug 30 - Sep 05,5:55,1:35,5:10,8:00,9:15,
Sep 06 - Sep 12,6:00,1:30,5:05,7:50,9:05,
Sep 13 - Sep 19,6:10,1:30,5:00,7:40,8:55,
Sep 20 - Sep 26,6:15,1:25,4:50,7:30,8:40,
Sep 27 - Oct 03,6:20,1:25,4:45,7:20,8:30,
Oct 04 - Oct 10,6:25,1:20,4:35,7:10,8:20,
Oct 11 - Oct 17,6:35,1:20,4:30,7:00,8:10,
Oct 18 - Oct 24,6:40,1:20,4:20,6:50,8:00,
Oct 25 - Oct 31,6:45,1:20,4:15,6:40,7:50,
Nov 01 - Nov 07,5:50,12:20,3:10,5:30,7:30,
Nov 08 - Nov 14,6:00,12:20,3:05,5:25,7:30,
Nov 15 - Nov 21,6:05,12:20,3:00,5:20,7:30,
Nov 22 - Nov 28,6:10,12:20,3:00,5:15,7:30,
Nov 29 - Dec 05,6:15,12:20,3:00,5:10,7:30,
Dec 06 - Dec 12,6:20,12:25,3:00,5:10,7:30,
Dec 13 - Dec 19,6:25,12:30,3:00,5:15,7:30,
Dec 20 - Dec 26,6:30,12:30,3:00,5:20,7:30,
Dec 27 - Jan 02,6:35,12:35,3:05,5:25,7:30,
Jan 03 - Jan 09,6:35,12:40,3:10,5:30,7:30,2027 start
Jan 10 - Jan 16,6:35,12:40,3:15,5:35,7:30,
Jan 17 - Jan 23,6:35,12:45,3:25,5:45,7:30,
Jan 24 - Jan 30,6:30,12:45,3:30,5:50,7:30,
Jan 31 - Feb 06,6:25,12:50,3:35,6:00,7:30,
Feb 07 - Feb 13,6:15,12:50,3:45,6:05,7:30,
Feb 14 - Feb 20,6:10,12:50,3:50,6:15,7:30,
Feb 21 - Feb 27,6:00,12:45,3:55,6:20,7:35,
Feb 28 - Mar 06,5:50,12:45,4:00,6:30,7:40,
Mar 07 - Mar 13,5:40,12:45,4:00,6:35,7:45,
Mar 14 - Mar 20,6:30,1:40,5:05,7:40,8:55,
Mar 21 - Mar 27,6:20,1:40,5:10,7:45,9:00,
Mar 28 - Apr 03,6:10,1:40,5:10,7:55,9:05,
Apr 04 - Apr 10,5:55,1:35,5:15,8:00,9:15,
Apr 11 - Apr 17,5:45,1:35,5:15,8:05,9:20,
Apr 18 - Apr 24,5:35,1:30,5:15,8:10,9:30,
Apr 25 - May 01,5:25,1:30,5:15,8:20,9:40,
May 02 - May 08,5:15,1:30,5:20,8:25,9:45,
May 09 - May 15,5:05,1:30,5:20,8:30,9:55,
May 16 - May 22,5:00,1:30,5:20,8:35,10:05,
May 23 - May 29,5:00,1:30,5:20,8:40,10:10,
May 30 - Jun 05,5:00,1:30,5:25,8:45,10:15,
Jun 06 - Jun 12,5:00,1:35,5:25,8:50,10:20,
Jun 13 - Jun 19,5:00,1:35,5:25,8:50,10:25,
Jun 20 - Jun 26,5:00,1:35,5:30,8:55,10:25,
Jun 27 - Jul 03,5:00,1:35,5:30,8:55,10:25,
Jul 04 - Jul 10,5:00,1:40,5:30,8:55,10:25,
Jul 11 - Jul 17,5:00,1:40,5:30,8:50,10:20,
Jul 18 - Jul 24,5:05,1:40,5:30,8:50,10:15,
Jul 25 - Jul 31,5:15,1:40,5:30,8:45,10:05,
Aug 01 - Aug 07,5:20,1:40,5:30,8:35,10:00,
Aug 08 - Aug 14,5:30,1:40,5:25,8:30,9:50,
Aug 15 - Aug 21,5:40,1:35,5:20,8:20,9:40,
Aug 22 - Aug 28,5:45,1:35,5:15,8:10,9:30,
Aug 29 - Sep 04,5:55,1:35,5:10,8:05,9:20,
Sep 05 - Sep 11,6:00,1:30,5:05,7:50,9:05,
Sep 12 - Sep 18,6:05,1:30,5:00,7:40,8:55,
Sep 19 - Sep 25,6:15,1:25,4:50,7:30,8:45,
Sep 26 - Oct 02,6:20,1:25,4:45,7:20,8:30,
Oct 03 - Oct 09,6:25,1:20,4:35,7:10,8:20,
Oct 10 - Oct 16,6:30,1:20,4:30,7:00,8:10,
Oct 17 - Oct 23,6:40,1:20,4:20,6:50,8:00,
Oct 24 - Oct 30,6:45,1:20,4:15,6:40,7:55,
Oct 31 - Nov 06,6:50,1:20,4:10,6:35,7:45,
Nov 07 - Nov 13,5:55,12:20,3:05,5:25,7:30,
Nov 14 - Nov 20,6:05,12:20,3:00,5:20,7:30,
Nov 21 - Nov 27,6:10,12:20,3:00,5:15,7:30,
Nov 28 - Dec 04,6:15,12:20,3:00,5:15,7:30,
Dec 05 - Dec 11,6:20,12:25,3:00,5:10,7:30,
